Borough,Working age pop,EP number,SE number,Area (sq mi),Population,Median Salary 14-15,Less LLW 15
Camden,"118,400","89,600","28,000",8.4,229719,"32,000",15
Greenwich,"134,000","114,800","18,300",18.28,264008,"23,500",28
Hackney,"137,100","112,300","24,200",7.36,257379,"26,000",31
Hammersmith and Fulham,"98,200","80,100","17,600",6.33,178685,"30,100",21
Islington,"120,100","100,500","18,600",5.74,215667,"28,700",15
Kensington and Chelsea,"72,500","51,400","21,000",4.68,155594,"37,600",17
Lambeth,"197,200","165,300","30,300",10.36,314242,"26,800",20
Lewisham,"157,500","131,400","25,500",13.57,286180,"24,000",27
Southwark,"170,000","140,000","28,600",11.14,298464,"26,200",25
Tower Hamlets,"155,000","134,900","18,600",7.63,272890,"27,000",32
Wandsworth,"183,400","151,000","32,400",13.23,310516,"31,900",19
Westminster,"116,800","94,800","21,500",8.29,226841,"36,400",20
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
